manifacturer/String,model/String,year/double,fuel/String,hp/double,doors/double,transition/String,category/String,size/String,style/String,price/double
Lincoln,LS,2005,premium,280,8,AUTOMATIC,Performance,Midsize,Sedan,43590
Lincoln,LS,2005,premium,232,6,AUTOMATIC,Performance,Midsize,Sedan,32640
Lincoln,LS,2005,premium,232,6,AUTOMATIC,Performance,Midsize,Sedan,36360
Lincoln,LS,2005,premium,232,6,AUTOMATIC,Performance,Midsize,Sedan,36990
Lincoln,LS,2005,premium,280,8,AUTOMATIC,Performance,Midsize,Sedan,40190
Lincoln,LS,2006,regular,280,8,AUTOMATIC,lux,Midsize,Sedan,39285
Oldsmobile,LSS,1997,regular,240,6,AUTOMATIC,none,Large,Sedan,2136
Oldsmobile,LSS,1997,regular,205,6,AUTOMATIC,none,Large,Sedan,2080
Oldsmobile,LSS,1998,regular,195,6,AUTOMATIC,none,Large,Sedan,2283
Oldsmobile,LSS,1998,regular,240,6,AUTOMATIC,none,Large,Sedan,2444
Oldsmobile,LSS,1999,regular,240,6,AUTOMATIC,none,Large,Sedan,2681
Oldsmobile,LSS,1999,regular,205,6,AUTOMATIC,none,Large,Sedan,2356
Ford,LTD Crown Victoria,1990,regular,150,8,AUTOMATIC,none,Large,Sedan,2000
Ford,LTD Crown Victoria,1990,regular,150,8,AUTOMATIC,none,Large,Wagon,2000
Ford,LTD Crown Victoria,1990,regular,150,8,AUTOMATIC,none,Large,Wagon,2000
Ford,LTD Crown Victoria,1990,regular,150,8,AUTOMATIC,none,Large,Wagon,2000
Ford,LTD Crown Victoria,1990,regular,150,8,AUTOMATIC,none,Large,Sedan,2000
Ford,LTD Crown Victoria,1990,regular,150,8,AUTOMATIC,none,Large,Wagon,2000
Ford,LTD Crown Victoria,1991,regular,150,8,AUTOMATIC,none,Large,Wagon,2000
Ford,LTD Crown Victoria,1991,regular,150,8,AUTOMATIC,none,Large,Sedan,2000
Ford,LTD Crown Victoria,1991,regular,150,8,AUTOMATIC,none,Large,Wagon,2000
Ford,LTD Crown Victoria,1991,regular,150,8,AUTOMATIC,none,Large,Sedan,2000
Ford,LTD Crown Victoria,1991,regular,150,8,AUTOMATIC,none,Large,Wagon,2000
Ford,LTD Crown Victoria,1991,regular,150,8,AUTOMATIC,none,Large,Sedan,2000
Ford,LTD Crown Victoria,1991,regular,150,8,AUTOMATIC,none,Large,Wagon,2000
Buick,Lucerne,2009,premium,292,8,AUTOMATIC,Performance,Large,Sedan,40205
Buick,Lucerne,2009,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,32520
Buick,Lucerne,2009,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,29265
Buick,Lucerne,2009,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,35770
Buick,Lucerne,2009,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,33120
Buick,Lucerne,2009,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,35270
Buick,Lucerne,2009,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,30770
Buick,Lucerne,2009,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,34670
Buick,Lucerne,2010,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,35730
Buick,Lucerne,2010,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,30930
Buick,Lucerne,2010,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,34830
Buick,Lucerne,2010,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,33230
Buick,Lucerne,2010,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,32730
Buick,Lucerne,2010,premium,292,8,AUTOMATIC,Performance,Large,Sedan,42515
Buick,Lucerne,2010,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,29230
Buick,Lucerne,2010,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,35625
Buick,Lucerne,2010,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,36230
Buick,Lucerne,2011,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,29730
Buick,Lucerne,2011,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,35675
Buick,Lucerne,2011,flex,227,6,AUTOMATIC,Crossover,Large,Sedan,33130
Buick,Lucerne,2011,premium,292,8,AUTOMATIC,Performance,Large,Sedan,44460
Chevrolet,Lumina Minivan,1994,regular,120,6,AUTOMATIC,none,Compact,Passenger Minivan,2000
Chevrolet,Lumina Minivan,1994,regular,120,6,AUTOMATIC,none,Compact,Cargo Minivan,2000
Chevrolet,Lumina Minivan,1995,regular,120,6,AUTOMATIC,none,Compact,Passenger Minivan,2000
Chevrolet,Lumina Minivan,1995,regular,120,6,AUTOMATIC,none,Compact,Cargo Minivan,2000
Chevrolet,Lumina Minivan,1996,regular,180,6,AUTOMATIC,none,Compact,Passenger Minivan,2000
Chevrolet,Lumina Minivan,1996,regular,180,6,AUTOMATIC,none,Compact,Cargo Minivan,2000
Chevrolet,Lumina,1999,regular,160,6,AUTOMATIC,none,Midsize,Sedan,2000
Chevrolet,Lumina,1999,regular,160,6,AUTOMATIC,none,Midsize,Sedan,2000
Chevrolet,Lumina,1999,regular,200,6,AUTOMATIC,none,Midsize,Sedan,2044
Chevrolet,Lumina,2000,regular,175,6,AUTOMATIC,none,Midsize,Sedan,2100
Chevrolet,Lumina,2001,regular,175,6,AUTOMATIC,none,Midsize,Sedan,18890
Lexus,LX 450,1996,regular,212,6,AUTOMATIC,lux,Midsize,4dr SUV,3667
Lexus,LX 450,1997,regular,212,6,AUTOMATIC,lux,Midsize,4dr SUV,4282
Lexus,LX 470,2005,regular,235,8,AUTOMATIC,lux,Midsize,4dr SUV,65225
Lexus,LX 470,2006,regular,275,8,AUTOMATIC,lux,Midsize,4dr SUV,67395
Lexus,LX 470,2007,regular,268,8,AUTOMATIC,lux,Midsize,4dr SUV,67395
Lexus,LX 570,2015,premium,383,8,AUTOMATIC,lux,Midsize,4dr SUV,83180
Lexus,LX 570,2016,premium,383,8,AUTOMATIC,lux,Large,4dr SUV,88880
Lexus,LX 570,2017,premium,383,8,AUTOMATIC,lux,Large,4dr SUV,89380
Mercedes-Benz,M-Class,2013,diesel,240,6,AUTOMATIC,Diesel,Midsize,4dr SUV,51270
Mercedes-Benz,M-Class,2013,premium,518,8,AUTOMATIC,Crossover,Midsize,4dr SUV,96100
Mercedes-Benz,M-Class,2013,premium,402,8,AUTOMATIC,Crossover,Midsize,4dr SUV,58800
Mercedes-Benz,M-Class,2013,premium,302,6,AUTOMATIC,Crossover,Midsize,4dr SUV,49770
Mercedes-Benz,M-Class,2013,premium,302,6,AUTOMATIC,Crossover,Midsize,4dr SUV,47270
Mercedes-Benz,M-Class,2014,premium,518,8,AUTOMATIC,Crossover,Midsize,4dr SUV,97250
Mercedes-Benz,M-Class,2014,diesel,240,6,AUTOMATIC,Diesel,Midsize,4dr SUV,51790
Mercedes-Benz,M-Class,2014,premium,302,6,AUTOMATIC,Crossover,Midsize,4dr SUV,50290
Mercedes-Benz,M-Class,2014,premium,402,8,AUTOMATIC,Crossover,Midsize,4dr SUV,59450
Mercedes-Benz,M-Class,2014,premium,302,6,AUTOMATIC,Crossover,Midsize,4dr SUV,47790
Mercedes-Benz,M-Class,2015,premium,329,6,AUTOMATIC,Crossover,Midsize,4dr SUV,62900
Mercedes-Benz,M-Class,2015,premium,302,6,AUTOMATIC,Crossover,Midsize,4dr SUV,48300
Mercedes-Benz,M-Class,2015,diesel,,4,AUTOMATIC,Diesel,Midsize,4dr SUV,49800
Mercedes-Benz,M-Class,2015,premium,518,8,AUTOMATIC,Crossover,Midsize,4dr SUV,98400
Mercedes-Benz,M-Class,2015,premium,302,6,AUTOMATIC,Crossover,Midsize,4dr SUV,50800
BMW,M2,2016,premium,365,6,MANUAL,lux,Compact,Coupe,51700
BMW,M2,2017,premium,365,6,MANUAL,lux,Compact,Coupe,51700
Infiniti,M30,1990,regular,162,6,AUTOMATIC,lux,Midsize,Coupe,2000
Infiniti,M30,1991,regular,162,6,AUTOMATIC,lux,Midsize,Convertible,2000
Infiniti,M30,1991,regular,162,6,AUTOMATIC,lux,Midsize,Coupe,2000
Infiniti,M30,1992,regular,162,6,AUTOMATIC,lux,Midsize,Coupe,2000
Infiniti,M30,1992,regular,162,6,AUTOMATIC,lux,Midsize,Convertible,2000
Infiniti,M35,2008,premium,275,6,AUTOMATIC,Performance,Large,Sedan,43900
Infiniti,M35,2008,premium,275,6,AUTOMATIC,Performance,Large,Sedan,45650
Infiniti,M35,2009,premium,303,6,AUTOMATIC,Performance,Large,Sedan,45800
Infiniti,M35,2009,premium,275,6,AUTOMATIC,Performance,Large,Sedan,47950
Infiniti,M35,2010,premium,303,6,AUTOMATIC,Performance,Large,Sedan,45800
Infiniti,M35,2010,premium,303,6,AUTOMATIC,Performance,Large,Sedan,47950
Infiniti,M37,2011,premium,330,6,AUTOMATIC,lux,Large,Sedan,49200
Infiniti,M37,2011,premium,330,6,AUTOMATIC,Performance,Large,Sedan,47050
BMW,M3,2015,premium,425,6,MANUAL,lux,Midsize,Sedan,62000
BMW,M3,2016,premium,425,6,MANUAL,lux,Midsize,Sedan,63500
BMW,M3,2017,premium,425,6,MANUAL,lux,Midsize,Sedan,64000
BMW,M4 GTS,2016,premium,493,6,AUTOMATED_MANUAL,lux,Midsize,Coupe,133205
Infiniti,M45,2008,premium,325,8,AUTOMATIC,Performance,Large,Sedan,50250
Infiniti,M45,2008,premium,325,8,AUTOMATIC,Performance,Large,Sedan,52750
Infiniti,M45,2009,premium,325,8,AUTOMATIC,High-Performance,Large,Sedan,52150
Infiniti,M45,2009,premium,325,8,AUTOMATIC,Performance,Large,Sedan,54650
Infiniti,M45,2010,premium,325,8,AUTOMATIC,Performance,Large,Sedan,54650
Infiniti,M45,2010,premium,325,8,AUTOMATIC,Performance,Large,Sedan,52150
BMW,M4,2015,premium,425,6,MANUAL,lux,Midsize,Coupe,64200
BMW,M4,2015,premium,425,6,MANUAL,lux,Midsize,Convertible,72500
BMW,M4,2016,premium,425,6,MANUAL,lux,Midsize,Convertible,74200
BMW,M4,2016,premium,425,6,MANUAL,lux,Midsize,Coupe,65700
BMW,M4,2017,premium,425,6,MANUAL,lux,Midsize,Convertible,74700
BMW,M4,2017,premium,425,6,MANUAL,lux,Midsize,Coupe,66200
Infiniti,M56,2011,premium,420,8,AUTOMATIC,lux,Large,Sedan,60950
Infiniti,M56,2011,premium,420,8,AUTOMATIC,Performance,Large,Sedan,58450
BMW,M5,2014,premium,552,8,AUTOMATED_MANUAL,lux,Large,Sedan,92900
BMW,M5,2015,premium,560,8,AUTOMATED_MANUAL,lux,Large,Sedan,93600
BMW,M5,2016,premium,560,8,AUTOMATED_MANUAL,lux,Large,Sedan,94100
BMW,M6 Gran Coupe,2015,premium,560,8,AUTOMATED_MANUAL,lux,Large,Sedan,115700
BMW,M6 Gran Coupe,2016,premium,552,8,AUTOMATED_MANUAL,lux,Large,Sedan,117200
BMW,M6 Gran Coupe,2017,premium,560,8,AUTOMATED_MANUAL,lux,Large,Sedan,117500
BMW,M6,2015,premium,560,8,AUTOMATED_MANUAL,lux,Midsize,Convertible,118200
BMW,M6,2015,premium,560,8,AUTOMATED_MANUAL,lux,Midsize,Coupe,111900
BMW,M6,2016,premium,552,8,AUTOMATED_MANUAL,lux,Midsize,Convertible,119700
BMW,M6,2016,premium,552,8,AUTOMATED_MANUAL,lux,Midsize,Coupe,113400
BMW,M6,2017,premium,560,8,AUTOMATED_MANUAL,lux,Midsize,Coupe,113700
BMW,M6,2017,premium,560,8,AUTOMATED_MANUAL,lux,Midsize,Convertible,120000
Porsche,Macan,2015,premium,400,6,AUTOMATED_MANUAL,Crossover,Midsize,4dr SUV,72300
Porsche,Macan,2015,premium,340,6,AUTOMATED_MANUAL,Crossover,Midsize,4dr SUV,49900
Porsche,Macan,2016,premium,340,6,AUTOMATED_MANUAL,Crossover,Midsize,4dr SUV,52600
Porsche,Macan,2016,premium,400,6,AUTOMATED_MANUAL,Crossover,Midsize,4dr SUV,73900
Porsche,Macan,2017,premium,360,6,AUTOMATED_MANUAL,High-Performance,Midsize,4dr SUV,67200
Porsche,Macan,2017,premium,340,6,AUTOMATED_MANUAL,Crossover,Midsize,4dr SUV,54400
Porsche,Macan,2017,premium,400,6,AUTOMATED_MANUAL,Crossover,Midsize,4dr SUV,76000
Porsche,Macan,2017,premium,252,4,AUTOMATED_MANUAL,Crossover,Midsize,4dr SUV,47500
Dodge,Magnum,2006,regular,340,8,AUTOMATIC,none,Large,Wagon,32855
Dodge,Magnum,2006,regular,340,8,AUTOMATIC,none,Large,Wagon,30855
Dodge,Magnum,2006,regular,190,6,AUTOMATIC,none,Large,Wagon,22680
Dodge,Magnum,2006,regular,250,6,AUTOMATIC,none,Large,Wagon,29100
Dodge,Magnum,2006,premium,425,8,AUTOMATIC,High-Performance,Large,Wagon,37320
Dodge,Magnum,2007,regular,250,6,AUTOMATIC,none,Large,Wagon,29860
Dodge,Magnum,2007,regular,190,6,AUTOMATIC,none,Large,Wagon,23370
Dodge,Magnum,2007,regular,340,8,AUTOMATIC,Performance,Large,Wagon,31515
Dodge,Magnum,2007,regular,340,8,AUTOMATIC,none,Large,Wagon,33615
Dodge,Magnum,2007,premium,425,8,AUTOMATIC,High-Performance,Large,Wagon,37795
Dodge,Magnum,2008,premium,425,8,AUTOMATIC,High-Performance,Large,Wagon,38105
Dodge,Magnum,2008,regular,340,8,AUTOMATIC,none,Large,Wagon,33880
Dodge,Magnum,2008,regular,250,6,AUTOMATIC,none,Large,Wagon,27225
Dodge,Magnum,2008,regular,250,6,AUTOMATIC,none,Large,Wagon,29855
Dodge,Magnum,2008,regular,340,8,AUTOMATIC,Performance,Large,Wagon,31780
Dodge,Magnum,2008,regular,178,6,AUTOMATIC,none,Large,Wagon,23420
Chevrolet,Malibu Classic,2008,regular,219,6,AUTOMATIC,none,Midsize,Sedan,20320
Chevrolet,Malibu Classic,2008,regular,145,4,AUTOMATIC,none,Midsize,Sedan,17935
Chevrolet,Malibu Classic,2008,regular,219,6,AUTOMATIC,none,Midsize,Sedan,19695
Chevrolet,Malibu Hybrid,2008,regular,164,4,AUTOMATIC,Hybrid,Midsize,Sedan,23640
Chevrolet,Malibu Hybrid,2009,regular,164,4,AUTOMATIC,Hybrid,Midsize,Sedan,25555
Chevrolet,Malibu Hybrid,2010,regular,164,4,AUTOMATIC,Hybrid,Midsize,Sedan,25925
Chevrolet,Malibu Limited,2016,regular,197,4,AUTOMATIC,none,Midsize,Sedan,23835
Chevrolet,Malibu Limited,2016,regular,197,4,AUTOMATIC,none,Midsize,Sedan,22565
Chevrolet,Malibu Limited,2016,regular,197,4,AUTOMATIC,none,Midsize,Sedan,28420
Chevrolet,Malibu Limited,2016,regular,197,4,AUTOMATIC,none,Midsize,Sedan,22565
Chevrolet,Malibu Maxx,2005,regular,200,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,24610
Chevrolet,Malibu Maxx,2005,regular,200,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,21465
Chevrolet,Malibu Maxx,2005,regular,200,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,20965
Chevrolet,Malibu Maxx,2006,regular,201,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,23465
Chevrolet,Malibu Maxx,2006,regular,201,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,20165
Chevrolet,Malibu Maxx,2006,regular,240,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,23265
Chevrolet,Malibu Maxx,2006,regular,201,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,19565
Chevrolet,Malibu Maxx,2007,regular,217,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,20575
Chevrolet,Malibu Maxx,2007,regular,217,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,19795
Chevrolet,Malibu Maxx,2007,regular,240,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,23710
Chevrolet,Malibu Maxx,2007,regular,217,6,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,23915
Chevrolet,Malibu,2015,regular,196,4,AUTOMATIC,none,Midsize,Sedan,28195
Chevrolet,Malibu,2015,regular,196,4,AUTOMATIC,none,Midsize,Sedan,25470
Chevrolet,Malibu,2015,premium,259,4,AUTOMATIC,Performance,Midsize,Sedan,30355
Chevrolet,Malibu,2015,regular,196,4,AUTOMATIC,none,Midsize,Sedan,22340
Chevrolet,Malibu,2015,premium,259,4,AUTOMATIC,Performance,Midsize,Sedan,27005
Chevrolet,Malibu,2015,regular,196,4,AUTOMATIC,none,Midsize,Sedan,23610
Chevrolet,Malibu,2015,regular,196,4,AUTOMATIC,none,Midsize,Sedan,22340
Chevrolet,Malibu,2016,regular,160,4,AUTOMATIC,none,Midsize,Sedan,21625
Chevrolet,Malibu,2016,premium,250,4,AUTOMATIC,Performance,Midsize,Sedan,28620
Chevrolet,Malibu,2016,regular,182,4,DIRECT_DRIVE,Hybrid,Midsize,Sedan,27770
Chevrolet,Malibu,2016,premium,250,4,AUTOMATIC,Performance,Midsize,Sedan,30920
Chevrolet,Malibu,2016,regular,160,4,AUTOMATIC,none,Midsize,Sedan,23120
Chevrolet,Malibu,2016,regular,160,4,AUTOMATIC,none,Midsize,Sedan,25020
Chevrolet,Malibu,2016,regular,160,4,AUTOMATIC,none,Midsize,Sedan,23120
Chevrolet,Malibu,2017,regular,160,4,AUTOMATIC,none,Midsize,Sedan,25125
Chevrolet,Malibu,2017,regular,182,4,DIRECT_DRIVE,Hybrid,Midsize,Sedan,27875
Chevrolet,Malibu,2017,regular,160,4,AUTOMATIC,none,Midsize,Sedan,21680
Chevrolet,Malibu,2017,premium,250,4,AUTOMATIC,Performance,Midsize,Sedan,30975
Chevrolet,Malibu,2017,regular,160,4,AUTOMATIC,none,Midsize,Sedan,23225
Lincoln,Mark LT,2006,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,38680
Lincoln,Mark LT,2006,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,42235
Lincoln,Mark LT,2007,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,41225
Lincoln,Mark LT,2007,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,41525
Lincoln,Mark LT,2007,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,38425
Lincoln,Mark LT,2007,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,38125
Lincoln,Mark LT,2008,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,38915
Lincoln,Mark LT,2008,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,42015
Lincoln,Mark LT,2008,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,41715
Lincoln,Mark LT,2008,regular,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,38615
Lincoln,Mark VIII,1996,regular,280,8,AUTOMATIC,lux,Large,Coupe,2000
Lincoln,Mark VIII,1996,regular,280,8,AUTOMATIC,lux,Large,Coupe,2000
Lincoln,Mark VIII,1997,regular,280,8,AUTOMATIC,lux,Large,Coupe,2263
Lincoln,Mark VIII,1997,regular,280,8,AUTOMATIC,lux,Large,Coupe,2209
Lincoln,Mark VIII,1998,regular,280,8,AUTOMATIC,lux,Large,Coupe,2411
Lincoln,Mark VIII,1998,regular,290,8,AUTOMATIC,lux,Large,Coupe,2459
Lincoln,Mark VII,1990,regular,225,8,AUTOMATIC,lux,Large,Coupe,2000
Lincoln,Mark VII,1990,regular,225,8,AUTOMATIC,lux,Large,Coupe,2000
Lincoln,Mark VII,1991,regular,225,8,AUTOMATIC,lux,Large,Coupe,2000
Lincoln,Mark VII,1991,regular,225,8,AUTOMATIC,lux,Large,Coupe,2000
Lincoln,Mark VII,1992,regular,225,8,AUTOMATIC,lux,Large,Coupe,2000
Lincoln,Mark VII,1992,regular,225,8,AUTOMATIC,lux,Large,Coupe,2000
Toyota,Matrix,2011,regular,132,4,AUTOMATIC,Hatchback,Compact,4dr Hatchback,19685
Toyota,Matrix,2011,regular,158,4,AUTOMATIC,Hatchback,Compact,4dr Hatchback,20755
Toyota,Matrix,2011,regular,158,4,MANUAL,Hatchback,Compact,4dr Hatchback,19565
Toyota,Matrix,2011,regular,158,4,AUTOMATIC,Hatchback,Compact,4dr Hatchback,21715
Toyota,Matrix,2011,regular,132,4,MANUAL,Hatchback,Compact,4dr Hatchback,18845
Toyota,Matrix,2012,regular,158,4,AUTOMATIC,Hatchback,Compact,4dr Hatchback,21715
Toyota,Matrix,2012,regular,132,4,MANUAL,Hatchback,Compact,4dr Hatchback,18845
Toyota,Matrix,2012,regular,158,4,AUTOMATIC,Hatchback,Compact,4dr Hatchback,20755
Toyota,Matrix,2012,regular,132,4,AUTOMATIC,Hatchback,Compact,4dr Hatchback,19685
Toyota,Matrix,2012,regular,158,4,MANUAL,Hatchback,Compact,4dr Hatchback,19565
Toyota,Matrix,2013,regular,132,4,AUTOMATIC,Hatchback,Compact,4dr Hatchback,20115
Toyota,Matrix,2013,regular,158,4,AUTOMATIC,Hatchback,Compact,4dr Hatchback,22415
Toyota,Matrix,2013,regular,158,4,MANUAL,Hatchback,Compact,4dr Hatchback,20265
Toyota,Matrix,2013,regular,158,4,AUTOMATIC,Hatchback,Compact,4dr Hatchback,21455
Toyota,Matrix,2013,regular,132,4,MANUAL,Hatchback,Compact,4dr Hatchback,19275
Nissan,Maxima,2014,premium,290,6,AUTOMATIC,Performance,Midsize,Sedan,34380
Nissan,Maxima,2014,premium,290,6,AUTOMATIC,Performance,Midsize,Sedan,31290
Nissan,Maxima,2016,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,36990
Nissan,Maxima,2016,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,34490
Nissan,Maxima,2016,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,32510
Nissan,Maxima,2016,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,39960
Nissan,Maxima,2016,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,37770
Nissan,Maxima,2017,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,34590
Nissan,Maxima,2017,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,37090
Nissan,Maxima,2017,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,40040
Nissan,Maxima,2017,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,32610
Nissan,Maxima,2017,premium,300,6,AUTOMATIC,High-Performance,Midsize,Sedan,37870
Mercedes-Benz,Maybach,2016,premium,523,12,AUTOMATIC,Exotic,Large,Sedan,189350
Mercedes-Benz,Maybach,2017,premium,523,12,AUTOMATIC,Exotic,Large,Sedan,191300
Mazda,Mazdaspeed 3,2011,premium,263,4,MANUAL,Hatchback,Compact,4dr Hatchback,23700
Mazda,Mazdaspeed 3,2012,premium,263,4,MANUAL,Hatchback,Compact,4dr Hatchback,24000
Mazda,Mazdaspeed 3,2013,premium,263,4,MANUAL,Hatchback,Compact,4dr Hatchback,24200
Mazda,Mazdaspeed 6,2006,premium,274,4,MANUAL,Performance,Midsize,Sedan,27995
Mazda,Mazdaspeed 6,2006,premium,274,4,MANUAL,Performance,Midsize,Sedan,29925
Mazda,Mazdaspeed 6,2007,premium,274,4,MANUAL,Performance,Midsize,Sedan,29925
Mazda,Mazdaspeed 6,2007,premium,274,4,MANUAL,Performance,Midsize,Sedan,27995
Mazda,Mazdaspeed MX-5 Miata,2004,premium,178,4,MANUAL,Performance,Compact,Convertible,25730
Mazda,Mazdaspeed MX-5 Miata,2005,premium,178,4,MANUAL,Performance,Compact,Convertible,25780
Mazda,Mazdaspeed MX-5 Miata,2005,premium,178,4,MANUAL,Performance,Compact,Convertible,26580
Mazda,Mazdaspeed Protege,2003,premium,170,4,MANUAL,Performance,Compact,Sedan,20480
Mazda,Mazdaspeed Protege,2003,premium,170,4,MANUAL,Performance,Compact,Sedan,19980
BMW,M,2001,premium,315,6,MANUAL,lux,Compact,Coupe,44990
BMW,M,2001,premium,315,6,MANUAL,lux,Compact,Convertible,45990
BMW,M,2002,premium,315,6,MANUAL,lux,Compact,Coupe,44990
BMW,M,2006,premium,330,6,MANUAL,lux,Compact,Coupe,49300
BMW,M,2006,premium,330,6,MANUAL,lux,Compact,Convertible,51300
Acura,MDX,2015,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,44565
Acura,MDX,2015,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,48840
Acura,MDX,2015,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,50840
Acura,MDX,2015,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,42565
Acura,MDX,2015,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,48840
Acura,MDX,2015,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,46840
Acura,MDX,2015,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,56780
Acura,MDX,2015,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,54780
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,43015
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,49440
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,46515
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,44515
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,55230
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,45015
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,53230
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,52640
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,51440
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,50640
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,55230
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,49440
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,47440
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,48640
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,50640
Acura,MDX,2016,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,57230
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,56400
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,48360
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,50360
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,52360
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,58400
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,56400
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,43950
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,50360
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,45950
Acura,MDX,2017,premium,290,6,AUTOMATIC,Crossover,Midsize,4dr SUV,54400
Mercedes-Benz,Metris,2016,premium,208,4,AUTOMATIC,lux,Compact,Passenger Minivan,32500
Mercedes-Benz,Metris,2016,premium,208,4,AUTOMATIC,lux,Large,Cargo Minivan,28950
